"id","name","title","addedDate","lastUpdated","bdr","company","category","status","value","probability","expectedCloseDate","link","phone","notes","email","leadId","callDate","parentId","isSublist","sublistName","sortOrder","agreementDate","partnerListDueDate","partnerListSentDate","firstSaleDate","partnerListSize","totalSalesFromList"
"6984","Nicole Steuber","Senior Program Facilitator","2025-07-08 08:03:49.674","2025-07-08 08:03:49.674","Dan Reeves","Global Systems Inc (Construction)","Calls","Call Conducted",,"35",,,"(691) 605-8254 x71145","Last month Construction opportunity","Mathilde_Zulauf17@hotmail.com",,"2025-07-08 08:03:49.674",,"false",,"231",,,,,,
"6985","Pete Mann","Dynamic Response Administrator","2025-07-11 09:25:16.305","2025-07-11 09:25:16.305","Dan Reeves","Digital Innovations Ltd (Manufacturing)","Calls","Call Conducted",,"35",,,"1-632-512-8939 x141","Last month Manufacturing opportunity","Camron46@hotmail.com",,"2025-07-11 09:25:16.305",,"false",,"922",,,,,,
"6986","Damon Mante","Investor Functionality Engineer","2025-07-07 10:22:03.336","2025-07-07 10:22:03.336","Dan Reeves","Smart Systems (Consulting)","Calls","Call Conducted",,"35",,,"1-295-576-2316 x1789","Last month Consulting opportunity","Sienna20@hotmail.com",,"2025-07-07 10:22:03.336",,"false",,"509",,,,,,
"6987","Mrs. Gayle Rippin","Central Factors Orchestrator","2025-07-14 10:26:43.474","2025-07-14 10:26:43.474","Dan Reeves","Global Systems Inc (Consulting)","Calls","Call Conducted",,"35",,,"374.967.2155 x548","Last month Consulting opportunity","Estevan84@yahoo.com",,"2025-07-14 10:26:43.474",,"false",,"686",,,,,,
"6988","Dr. Lula Spinka","Product Accountability Manager","2025-07-17 16:39:20.485","2025-07-17 16:39:20.485","Dan Reeves","Business Dynamics (Hospitality)","Calls","Call Conducted",,"35",,,"(329) 509-1563","Last month Hospitality opportunity","Augustine74@yahoo.com",,"2025-07-17 16:39:20.485",,"false",,"316",,,,,,
"6989","Dianne Aufderhar-Kreiger","Central Branding Manager","2025-07-03 11:17:48.434","2025-07-03 11:17:48.434","Dan Reeves","Growth Partners (Manufacturing)","Calls","Call Conducted",,"35",,,"837-978-9340","Last month Manufacturing opportunity","Ellie81@hotmail.com",,"2025-07-03 11:17:48.434",,"false",,"202",,,,,,
"6990","Henrietta Heaney","Direct Brand Specialist","2025-07-07 12:09:09.401","2025-07-07 12:09:09.401","Dan Reeves","Digital Innovations Ltd (Manufacturing)","Calls","Call Conducted",,"35",,,"1-219-248-4601 x921","Last month Manufacturing opportunity","Adriana.Howell1@hotmail.com",,"2025-07-07 12:09:09.401",,"false",,"580",,,,,,
"6991","Karen Beer","Legacy Applications Engineer","2025-07-21 10:59:03.097","2025-07-21 10:59:03.097","Dan Reeves","NextGen Technologies (Real Estate)","Calls","Call Conducted",,"35",,,"495.910.1014 x270","Last month Real Estate opportunity","Tyrel76@yahoo.com",,"2025-07-21 10:59:03.097",,"false",,"461",,,,,,
"6992","Terrence O'Keefe Jr.","Human Assurance Coordinator","2025-07-18 15:17:46.149","2025-07-18 15:17:46.149","Dan Reeves","TechCorp Solutions (Manufacturing)","Calls","Call Conducted",,"35",,,"1-659-203-0976 x9020","Last month Manufacturing opportunity","Reyes_Robel-Jast@gmail.com",,"2025-07-18 15:17:46.149",,"false",,"276",,,,,,
"6993","Mrs. Rosie McClure","Chief Solutions Assistant","2025-07-16 08:53:29.763","2025-07-16 08:53:29.763","Dan Reeves","Smart Systems (Construction)","Calls","Call Conducted",,"35",,,"751-551-6271 x8186","Last month Construction opportunity","Rey_Heathcote@gmail.com",,"2025-07-16 08:53:29.763",,"false",,"48",,,,,,
"6994","Joseph Heidenreich PhD","Chief Security Associate","2025-07-16 12:39:14.619","2025-07-16 12:39:14.619","Dan Reeves","Performance Group (Manufacturing)","Calls","Call Conducted",,"35",,,"(721) 235-3427","Last month Manufacturing opportunity","Shana_Rau9@gmail.com",,"2025-07-16 12:39:14.619",,"false",,"207",,,,,,
"6995","Brandi Rowe","Legacy Intranet Coordinator","2025-07-04 08:54:29.072","2025-07-04 08:54:29.072","Dan Reeves","Enterprise Solutions (Finance)","Calls","Call Conducted",,"35",,,"1-741-560-0598","Last month Finance opportunity","Luella.Zemlak@yahoo.com",,"2025-07-04 08:54:29.072",,"false",,"889",,,,,,
"6996","Katherine Adams","Future Assurance Architect","2025-07-31 10:31:28.671","2025-07-31 10:31:28.671","Dan Reeves","Prime Business Group (Technology)","Calls","Call Conducted",,"35",,,"(751) 447-8631 x364","Last month Technology opportunity","Luciano.Paucek15@hotmail.com",,"2025-07-31 10:31:28.671",,"false",,"401",,,,,,
"6997","Miguel Raynor","Principal Usability Agent","2025-07-18 09:41:13.481","2025-07-18 09:41:13.481","Dan Reeves","Growth Partners (Manufacturing)","Calls","Call Conducted",,"35",,,"548.450.3091 x21047","Last month Manufacturing opportunity","Jonatan0@yahoo.com",,"2025-07-18 09:41:13.481",,"false",,"894",,,,,,
"6998","Dana Crooks-Gottlieb","Internal Infrastructure Supervisor","2025-07-14 12:07:32.839","2025-07-14 12:07:32.839","Dan Reeves","Performance Group (Manufacturing)","Calls","Call Conducted",,"35",,,"(857) 834-0139","Last month Manufacturing opportunity","Jaime_Hackett45@gmail.com",,"2025-07-14 12:07:32.839",,"false",,"465",,,,,,
"6999","Noel Graham","Product Tactics Producer","2025-07-04 10:15:10.878","2025-07-04 10:15:10.878","Dan Reeves","Prime Business Group (Consulting)","Calls","Call Conducted",,"35",,,"855.791.9355 x3540","Last month Consulting opportunity","Kelsie.Howell82@yahoo.com",,"2025-07-04 10:15:10.878",,"false",,"671",,,,,,
"7000","Faith Stiedemann","Direct Usability Assistant","2025-07-24 10:44:28.136","2025-07-24 10:44:28.136","Dan Reeves","Smart Systems (Education)","Calls","Call Conducted",,"35",,,"(908) 552-6071 x87940","Last month Education opportunity","Baron.Vandervort93@gmail.com",,"2025-07-24 10:44:28.136",,"false",,"344",,,,,,
"7001","Lee Durgan MD","Principal Tactics Engineer","2025-07-14 12:04:35.449","2025-07-14 12:04:35.449","Dan Reeves","Global Systems Inc (Technology)","Calls","Call Conducted",,"35",,,"471-789-3403","Last month Technology opportunity","Edythe_Stroman@gmail.com",,"2025-07-14 12:04:35.449",,"false",,"161",,,,,,
"7002","Roland Schuppe","Forward Brand Engineer","2025-07-22 16:15:12.111","2025-07-22 16:15:12.111","Dan Reeves","Digital Innovations Ltd (Construction)","Calls","Call Conducted",,"35",,,"(670) 937-3191 x691","Last month Construction opportunity","Buford.Jerde1@hotmail.com",,"2025-07-22 16:15:12.111",,"false",,"47",,,,,,
"7003","Roberto Weimann","Principal Factors Consultant","2025-07-07 16:59:45.978","2025-07-07 16:59:45.978","Dan Reeves","NextGen Technologies (Retail)","Calls","Call Conducted",,"35",,,"1-586-239-6727 x19665","Last month Retail opportunity","Retha.Hirthe@hotmail.com",,"2025-07-07 16:59:45.978",,"false",,"525",,,,,,
"7004","Mr. Darryl Dickinson","Chief Accounts Planner","2025-07-07 12:13:51.06","2025-07-07 12:13:51.06","Dan Reeves","Global Systems Inc (Finance)","Calls","Call Conducted",,"35",,,"(377) 392-3816","Last month Finance opportunity","Marie66@hotmail.com",,"2025-07-07 12:13:51.06",,"false",,"32",,,,,,
"7005","Stephanie Beer","International Integration Agent","2025-08-05 15:21:39.104","2025-08-10 15:21:39.104","Gary Smith","Smart Systems (Legal)","Lists_Media_QA","Sold","20543.00627819893","100","2025-08-20 15:21:39.104",,"1-641-630-1400 x525","[10/08/2025] Deal_Closed: Deal closed: Standard Package - £20543","Tressa91@yahoo.com",,"2025-08-05 15:21:39.104",,"true","Smart Systems (Legal) - Partner Network","803","2025-08-06 15:21:39.104",,"2025-08-08 15:21:39.104","2025-08-10 15:21:39.104","10","3"
"7007","Mrs. Dora Oberbrunner","Investor Research Liaison","2025-08-05 16:10:37.315","2025-08-06 16:10:37.315","Gary Smith","Enterprise Solutions (Marketing)","Pipeline","Agreement - Media","9570.201555716061","75","2025-08-20 16:10:37.315",,"787.209.0064 x1533","This week Marketing opportunity","Sid39@hotmail.com",,"2025-08-05 16:10:37.315",,"false",,"12","2025-08-06 16:10:37.315",,,,,
"7011","Brandy Willms","Internal Quality Supervisor","2025-08-05 14:01:20.045","2025-08-05 14:01:20.045","Gary Smith","Elite Consulting (Real Estate)","Calls","Not Responsive",,"5",,,"1-256-253-0970 x751","This week Real Estate opportunity","Crawford68@hotmail.com",,"2025-08-05 14:01:20.045",,"false",,"585",,,,,,
"7018","Cesar Rau","Internal Intranet Designer","2025-07-28 09:31:38.902","2025-07-30 09:31:38.902","Gary Smith","Enterprise Solutions (Technology)","Pipeline","Agreement - Profile","8959.033208137851","75","2025-08-13 09:31:38.902",,"871.907.0694 x6037","Last week Technology opportunity","Sonya_Treutel58@hotmail.com",,"2025-07-28 09:31:38.902",,"false",,"590","2025-07-30 09:31:38.902",,,,,
"7021","Elsa Kohler","Dynamic Division Specialist","2025-07-31 10:36:57.094","2025-07-31 10:36:57.094","Gary Smith","Digital Innovations Ltd (Manufacturing)","Calls","Call Conducted",,"30",,,"717.803.7593","Last week Manufacturing opportunity","Van77@gmail.com",,"2025-07-31 10:36:57.094",,"false",,"404",,,,,,
"7023","Ellen Cronin","Internal Response Coordinator","2025-07-28 12:37:16.189","2025-07-28 12:37:16.189","Gary Smith","Performance Group (Marketing)","Calls","Call Conducted",,"30",,,"391-545-0685 x75565","Last week Marketing opportunity","Kaycee29@hotmail.com",,"2025-07-28 12:37:16.189",,"false",,"108",,,,,,
"7024","Dr. Ernesto Medhurst","Lead Solutions Planner","2025-07-29 15:03:32.414","2025-07-29 15:03:32.414","Gary Smith","Future Tech (Construction)","Calls","Call Conducted",,"30",,,"1-810-972-9285 x0161","Last week Construction opportunity","Meta_Hegmann72@gmail.com",,"2025-07-29 15:03:32.414",,"false",,"512",,,,,,
"7033","Miss Karen Botsford","Lead Intranet Assistant","2025-08-01 14:50:33.609","2025-08-01 14:50:33.609","Gary Smith","Innovation Hub (Education)","Calls","Call Conducted",,"35",,,"480-821-7764","Earlier this month Education opportunity","Jerod.Wiza-OReilly@hotmail.com",,"2025-08-01 14:50:33.609",,"false",,"912",,,,,,
"7036","Dr. Floyd Berge","Product Intranet Supervisor","2025-08-01 13:29:52.156","2025-08-01 13:29:52.156","Gary Smith","Future Tech (Marketing)","Calls","Call Conducted",,"35",,,"276-897-6939 x8854","Earlier this month Marketing opportunity","Raul_Mueller69@yahoo.com",,"2025-08-01 13:29:52.156",,"false",,"516",,,,,,
"7042","Vanessa Mueller","International Accounts Technician","2025-08-01 16:37:52.62","2025-08-01 16:37:52.62","Gary Smith","NextGen Technologies (Finance)","Calls","Call Conducted",,"35",,,"845.633.6754 x45433","Earlier this month Finance opportunity","Jefferey.Fahey38@gmail.com",,"2025-08-01 16:37:52.62",,"false",,"714",,,,,,
"7045","Amber Schimmel","Chief Integration Supervisor","2025-07-21 12:42:02.025","2025-07-21 12:42:02.025","Gary Smith","Smart Systems (Legal)","Calls","Call Conducted",,"35",,,"351-350-9491 x0610","Last month Legal opportunity","Robb34@gmail.com",,"2025-07-21 12:42:02.025",,"false",,"489",,,,,,
"7046","Christy Yost PhD","Future Usability Director","2025-07-07 15:26:22.396","2025-07-12 10:17:31.135","Gary Smith","Strategic Partners (Technology)","Lists_Media_QA","Sold","10126.94736311111","100","2025-07-24 15:26:22.396",,"(458) 849-0288","[12/07/2025] Deal_Closed: Deal closed: Standard Package - £10127","Clay_Deckow57@gmail.com",,"2025-07-07 15:26:22.396",,"true","Strategic Partners (Technology) - Partner Network","150","2025-07-10 15:26:22.396",,"2025-07-11 15:26:22.396","2025-07-12 10:17:31.135","8","2"
"7047","Kristina Brekke","Direct Accountability Liaison","2025-07-07 16:52:06.793","2025-07-13 20:04:45.564","Gary Smith","Data Solutions (Finance)","Lists_Media_QA","Sold","20554.87867988247","100","2025-07-22 16:52:06.793",,"337.852.9686 x495","[13/07/2025] Deal_Closed: Deal closed: Standard Package - £20555","Kian16@gmail.com",,"2025-07-07 16:52:06.793",,"true","Data Solutions (Finance) - Partner Network","222","2025-07-08 16:52:06.793",,"2025-07-10 16:52:06.793","2025-07-13 20:04:45.564","11","3"
"7048","Shelley Murphy","Global Identity Coordinator","2025-07-03 14:33:00.788","2025-07-06 14:33:00.788","Gary Smith","Global Systems Inc (Marketing)","Pipeline","Agreement - Profile","19058.55436277167","75","2025-07-20 14:33:00.788",,"(997) 295-7730 x408","Last month Marketing opportunity","Ashley15@hotmail.com",,"2025-07-03 14:33:00.788",,"false",,"306","2025-07-06 14:33:00.788",,,,,
"7049","Cecelia Langosh","Dynamic Research Assistant","2025-07-30 14:52:26.641","2025-07-30 14:52:26.641","Gary Smith","Prime Business Group (Hospitality)","Calls","Call Conducted",,"35",,,"735-326-8065 x204","Last month Hospitality opportunity","Annamae76@yahoo.com",,"2025-07-30 14:52:26.641",,"false",,"993",,,,,,
"7050","Vicki Padberg Sr.","Global Tactics Executive","2025-07-30 15:22:25.791","2025-07-30 15:22:25.791","Gary Smith","Prime Business Group (Healthcare)","Calls","Call Conducted",,"35",,,"(589) 664-0645 x57690","Last month Healthcare opportunity","Sven59@hotmail.com",,"2025-07-30 15:22:25.791",,"false",,"361",,,,,,
"7051","Lester Lakin III","Future Paradigm Director","2025-07-24 15:13:32.148","2025-07-25 15:13:32.148","Gary Smith","Strategic Partners (Education)","Pipeline","Agreement - Profile","13960.25668275047","75","2025-08-08 15:13:32.148",,"(822) 374-7394 x064","Last month Education opportunity","Chester57@hotmail.com",,"2025-07-24 15:13:32.148",,"false",,"201","2025-07-25 15:13:32.148",,,,,
"7052","Danielle Spencer","National Brand Technician","2025-07-01 15:56:09.807","2025-07-03 15:56:09.807","Gary Smith","Future Tech (Legal)","Pipeline","Agreement - Media","20190.26696688612","75","2025-07-17 15:56:09.807",,"(380) 485-3691","Last month Legal opportunity","Adolphus.Krajcik@hotmail.com",,"2025-07-01 15:56:09.807",,"false",,"346","2025-07-03 15:56:09.807",,,,,
"7053","Mrs. Tina Ferry V","Central Implementation Executive","2025-07-30 13:24:16.976","2025-07-30 13:24:16.976","Gary Smith","Innovation Hub (Hospitality)","Calls","Call Conducted",,"35",,,"(576) 864-9510 x5199","Last month Hospitality opportunity","Edmond_Stoltenberg@yahoo.com",,"2025-07-30 13:24:16.976",,"false",,"128",,,,,,
"7054","Erik O'Conner","District Intranet Consultant","2025-07-31 10:43:09.188","2025-07-31 10:43:09.188","Gary Smith","Data Solutions (Manufacturing)","Calls","Call Conducted",,"35",,,"(789) 575-3149 x8104","Last month Manufacturing opportunity","Durward_Cartwright85@yahoo.com",,"2025-07-31 10:43:09.188",,"false",,"438",,,,,,
"7055","Terrell Ledner-Runte MD","Customer Quality Analyst","2025-07-08 13:52:56.437","2025-07-08 13:52:56.437","Gary Smith","Global Systems Inc (Legal)","Calls","Call Conducted",,"35",,,"382-983-7915","Last month Legal opportunity","Mae7@gmail.com",,"2025-07-08 13:52:56.437",,"false",,"262",,,,,,
"7056","Armando Zemlak DVM","Global Intranet Manager","2025-07-22 16:03:31.955","2025-07-25 16:03:31.955","Gary Smith","Future Tech (Finance)","Pipeline","Agreement - Media","10534.64193230099","75","2025-08-08 16:03:31.955",,"799-298-1391","Last month Finance opportunity","Kariane40@yahoo.com",,"2025-07-22 16:03:31.955",,"false",,"305","2025-07-25 16:03:31.955",,,,,
"7057","Brian Rodriguez DDS","Principal Tactics Administrator","2025-07-04 08:06:44.309","2025-07-04 08:06:44.309","Gary Smith","Enterprise Solutions (Healthcare)","Calls","Call Conducted",,"35",,,"630-892-8567","Last month Healthcare opportunity","Nick96@hotmail.com",,"2025-07-04 08:06:44.309",,"false",,"187",,,,,,
"7058","Dean McClure","Product Solutions Planner","2025-07-25 12:29:48.349","2025-07-25 12:29:48.349","Gary Smith","NextGen Technologies (Education)","Calls","Call Conducted",,"35",,,"1-540-291-8284 x922","Last month Education opportunity","Karine.Wunsch@hotmail.com",,"2025-07-25 12:29:48.349",,"false",,"372",,,,,,
"7059","Barry Larson","Internal Markets Coordinator","2025-07-03 09:29:34.302","2025-07-03 09:29:34.302","Gary Smith","Innovation Hub (Consulting)","Calls","Call Conducted",,"35",,,"(754) 648-2175","Last month Consulting opportunity","Cordie.Hilll@hotmail.com",,"2025-07-03 09:29:34.302",,"false",,"782",,,,,,
"7060","Marshall Quitzon","Senior Branding Facilitator","2025-07-21 16:14:08.808","2025-07-21 16:14:08.808","Gary Smith","Strategic Partners (Hospitality)","Calls","Call Conducted",,"35",,,"441.676.0407 x6890","Last month Hospitality opportunity","Lyda.Hansen96@gmail.com",,"2025-07-21 16:14:08.808",,"false",,"981",,,,,,
"7061","Geneva Hermann","Product Identity Liaison","2025-07-25 15:50:06.715","2025-07-25 15:50:06.715","Gary Smith","Innovation Hub (Marketing)","Calls","Call Conducted",,"35",,,"(513) 631-4658 x48943","Last month Marketing opportunity","Ivah4@hotmail.com",,"2025-07-25 15:50:06.715",,"false",,"755",,,,,,
"7062","June Schaefer","Direct Factors Orchestrator","2025-07-14 16:03:46.997","2025-07-14 16:03:46.997","Gary Smith","Business Dynamics (Hospitality)","Calls","Call Conducted",,"35",,,"(242) 709-6503 x912","Last month Hospitality opportunity","Colin_Buckridge@hotmail.com",,"2025-07-14 16:03:46.997",,"false",,"241",,,,,,
"7063","Kenny Moore","Direct Identity Agent","2025-07-25 15:41:34.455","2025-07-25 15:41:34.455","Gary Smith","Growth Partners (Technology)","Calls","Call Conducted",,"35",,,"714.584.3648 x24943","Last month Technology opportunity","Deborah.Wilderman@gmail.com",,"2025-07-25 15:41:34.455",,"false",,"932",,,,,,
"7064","Heidi Wolf MD","Senior Operations Consultant","2025-07-07 10:26:26.935","2025-07-07 10:26:26.935","Gary Smith","Growth Partners (Finance)","Calls","Call Conducted",,"35",,,"757.475.4515","Last month Finance opportunity","Marcelo_Berge@gmail.com",,"2025-07-07 10:26:26.935",,"false",,"274",,,,,,
"7065","Krista Schmitt","Human Response Analyst","2025-07-14 08:59:27.086","2025-07-14 08:59:27.086","Gary Smith","TechCorp Solutions (Education)","Calls","Call Conducted",,"35",,,"200.482.1872 x65261","Last month Education opportunity","Rosalee77@yahoo.com",,"2025-07-14 08:59:27.086",,"false",,"564",,,,,,
"7066","Jack Abbott","Forward Quality Coordinator","2025-07-03 14:36:36.579","2025-07-03 14:36:36.579","Gary Smith","Innovation Hub (Healthcare)","Calls","Call Conducted",,"35",,,"879.255.3705 x7233","Last month Healthcare opportunity","Juanita_Dooley16@yahoo.com",,"2025-07-03 14:36:36.579",,"false",,"644",,,,,,
"7067","Johnnie Schimmel","District Assurance Developer","2025-07-01 12:35:35.009","2025-07-01 12:35:35.009","Gary Smith","Enterprise Solutions (Construction)","Calls","Call Conducted",,"35",,,"1-292-540-1338 x54640","Last month Construction opportunity","Stanford.Mraz-Bradtke@hotmail.com",,"2025-07-01 12:35:35.009",,"false",,"141",,,,,,
"7068","Santos Murazik","National Response Facilitator","2025-07-28 08:38:20.414","2025-07-28 08:38:20.414","Gary Smith","Growth Partners (Consulting)","Calls","Call Conducted",,"35",,,"895-890-4233 x011","Last month Consulting opportunity","Boyd63@yahoo.com",,"2025-07-28 08:38:20.414",,"false",,"237",,,,,,
"7069","Gayle Wyman","District Implementation Supervisor","2025-07-16 08:48:15.81","2025-07-16 08:48:15.81","Gary Smith","Prime Business Group (Legal)","Calls","Call Conducted",,"35",,,"382-282-6442","Last month Legal opportunity","Magnus.Dickinson@hotmail.com",,"2025-07-16 08:48:15.81",,"false",,"308",,,,,,
"7070","Dr. Hugh Wisoky","Global Brand Facilitator","2025-07-08 14:17:37.438","2025-07-08 14:17:37.438","Gary Smith","Global Systems Inc (Hospitality)","Calls","Call Conducted",,"35",,,"(679) 679-0931 x89136","Last month Hospitality opportunity","Brice_Bogan12@gmail.com",,"2025-07-08 14:17:37.438",,"false",,"162",,,,,,
"7071","Dr. Rufus Ondricka","Forward Marketing Facilitator","2025-07-14 09:17:35.772","2025-07-14 09:17:35.772","Gary Smith","Smart Systems (Education)","Calls","Call Conducted",,"35",,,"(410) 539-5844 x783","Last month Education opportunity","Anthony.Hahn@hotmail.com",,"2025-07-14 09:17:35.772",,"false",,"703",,,,,,
"7072","Betsy Greenholt","Central Metrics Technician","2025-07-22 08:14:56.534","2025-07-22 08:14:56.534","Gary Smith","NextGen Technologies (Marketing)","Calls","Call Conducted",,"35",,,"1-544-640-6225","Last month Marketing opportunity","Enos43@gmail.com",,"2025-07-22 08:14:56.534",,"false",,"789",,,,,,
"7073","Jaime Schneider PhD","Global Applications Strategist","2025-07-25 14:58:06.677","2025-07-25 14:58:06.677","Gary Smith","Data Solutions (Consulting)","Calls","Call Conducted",,"35",,,"(608) 533-5501 x7599","Last month Consulting opportunity","Itzel34@gmail.com",,"2025-07-25 14:58:06.677",,"false",,"595",,,,,,
"7074","Hannah Stiedemann","Global Usability Manager","2025-07-28 09:33:18.122","2025-07-28 09:33:18.122","Gary Smith","Advanced Analytics (Legal)","Calls","Call Conducted",,"35",,,"(309) 744-9791","Last month Legal opportunity","Omari.OConner62@yahoo.com",,"2025-07-28 09:33:18.122",,"false",,"726",,,,,,
"7075","Byron Hudson","Investor Marketing Technician","2025-07-28 08:48:32.907","2025-07-28 08:48:32.907","Gary Smith","Digital Innovations Ltd (Education)","Calls","Call Conducted",,"35",,,"1-708-943-5125 x4024","Last month Education opportunity","Jailyn39@gmail.com",,"2025-07-28 08:48:32.907",,"false",,"252",,,,,,
"7076","Shari Kertzmann","Future Solutions Architect","2025-07-25 13:43:19.093","2025-07-25 13:43:19.093","Gary Smith","Elite Consulting (Finance)","Calls","Call Conducted",,"35",,,"(697) 651-5453 x865","Last month Finance opportunity","Melba97@gmail.com",,"2025-07-25 13:43:19.093",,"false",,"168",,,,,,
"7077","Constance Veum","Senior Marketing Supervisor","2025-07-21 13:56:07.607","2025-07-21 13:56:07.607","Gary Smith","Data Solutions (Hospitality)","Calls","Call Conducted",,"35",,,"(382) 858-6727 x82725","Last month Hospitality opportunity","Eryn.Hirthe@hotmail.com",,"2025-07-21 13:56:07.607",,"false",,"218",,,,,,
"7078","Jeremiah Christiansen-Feest DVM","Investor Applications Liaison","2025-07-14 13:44:43.399","2025-07-14 13:44:43.399","Gary Smith","TechCorp Solutions (Technology)","Calls","Call Conducted",,"35",,,"1-516-237-8458 x743","Last month Technology opportunity","Napoleon.Hagenes@hotmail.com",,"2025-07-14 13:44:43.399",,"false",,"230",,,,,,
"7079","Shelley Brekke MD","Global Interactions Representative","2025-07-21 13:25:48.194","2025-07-21 13:25:48.194","Gary Smith","Future Tech (Consulting)","Calls","Call Conducted",,"35",,,"(675) 892-0423 x728","Last month Consulting opportunity","Lela82@yahoo.com",,"2025-07-21 13:25:48.194",,"false",,"370",,,,,,
"7080","Mona Kiehn","Internal Communications Liaison","2025-07-14 15:53:50.575","2025-07-14 15:53:50.575","Gary Smith","Global Systems Inc (Technology)","Calls","Call Conducted",,"35",,,"207-802-8017 x17968","Last month Technology opportunity","Aiyana58@gmail.com",,"2025-07-14 15:53:50.575",,"false",,"292",,,,,,
"7081","Mr. Chris Deckow","Internal Paradigm Consultant","2025-07-21 13:33:44.444","2025-07-21 13:33:44.444","Gary Smith","Growth Partners (Marketing)","Calls","Call Conducted",,"35",,,"467-844-4807 x62343","Last month Marketing opportunity","Horacio6@gmail.com",,"2025-07-21 13:33:44.444",,"false",,"669",,,,,,
"7093","Ella Koelpin","Internal Implementation Orchestrator","2025-08-01 13:03:15.502","2025-08-01 13:03:15.502","Thomas Corcoran","Innovation Hub (Consulting)","Calls","Call Conducted",,"30",,,"458.252.6584 x3493","Last week Consulting opportunity","Michel.Gutkowski@hotmail.com",,"2025-08-01 13:03:15.502",,"false",,"969",,,,,,
"7094","Elmer Rowe","Legacy Assurance Facilitator","2025-07-31 15:10:23.025","2025-08-02 15:10:23.025","Thomas Corcoran","Business Dynamics (Legal)","Pipeline","Agreement - Profile","11441.59059689655","75","2025-08-16 15:10:23.025",,"1-692-484-8316 x473","Last week Legal opportunity","Joe_Kertzmann37@gmail.com",,"2025-07-31 15:10:23.025",,"false",,"98","2025-08-02 15:10:23.025",,,,,
"7096","Stacy Thiel","Lead Optimization Strategist","2025-07-29 16:07:17.015","2025-07-29 16:07:17.015","Thomas Corcoran","Elite Consulting (Legal)","Calls","Call Conducted",,"30",,,"781-904-7004 x10011","Last week Legal opportunity","May.Farrell16@gmail.com",,"2025-07-29 16:07:17.015",,"false",,"807",,,,,,
"7097","Jacob Bechtelar MD","Human Branding Executive","2025-07-31 16:17:56.347","2025-07-31 16:17:56.347","Thomas Corcoran","Future Tech (Legal)","Calls","Call Conducted",,"30",,,"(358) 871-8744","Last week Legal opportunity","Alba22@gmail.com",,"2025-07-31 16:17:56.347",,"false",,"90",,,,,,
"7098","Miss Lynda Stokes","District Quality Engineer","2025-07-30 14:14:15.221","2025-07-30 14:14:15.221","Thomas Corcoran","Enterprise Solutions (Technology)","Calls","Call Conducted",,"30",,,"1-227-943-1743","Last week Technology opportunity","Laurianne73@gmail.com",,"2025-07-30 14:14:15.221",,"false",,"806",,,,,,
"7099","Frances Murray","Human Solutions Facilitator","2025-07-29 13:42:12.144","2025-07-29 13:42:12.144","Thomas Corcoran","Innovation Hub (Education)","Calls","Call Conducted",,"30",,,"881-619-0693 x51593","Last week Education opportunity","Shyann.Parker@yahoo.com",,"2025-07-29 13:42:12.144",,"false",,"39",,,,,,
"7100","Elijah Zulauf","Global Assurance Producer","2025-07-29 10:10:52.033","2025-07-29 10:10:52.033","Thomas Corcoran","Innovation Hub (Marketing)","Calls","Call Conducted",,"30",,,"1-943-452-1446 x98064","Last week Marketing opportunity","Pablo.Ankunding@hotmail.com",,"2025-07-29 10:10:52.033",,"false",,"476",,,,,,
"7105","Thomas Stark","Dynamic Security Director","2025-08-01 08:57:42.879","2025-08-01 08:57:42.879","Thomas Corcoran","Enterprise Solutions (Construction)","Calls","Call Conducted",,"35",,,"(225) 550-2051 x225","Earlier this month Construction opportunity","Gideon.Bergnaum@gmail.com",,"2025-08-01 08:57:42.879",,"false",,"331",,,,,,
"7108","Ernest Rempel V","Direct Factors Developer","2025-08-01 12:48:48.066","2025-08-04 12:48:48.066","Thomas Corcoran","Strategic Partners (Technology)","Pipeline","Agreement - Media","14194.65208247267","75","2025-08-18 12:48:48.066",,"864-912-1149 x265","Earlier this month Technology opportunity","Elta_Hoeger@yahoo.com",,"2025-08-01 12:48:48.066",,"false",,"648","2025-08-04 12:48:48.066",,,,,
"7111","Billie Koepp","Central Research Administrator","2025-08-01 16:34:20.071","2025-08-01 16:34:20.071","Thomas Corcoran","NextGen Technologies (Manufacturing)","Calls","Call Conducted",,"35",,,"(563) 972-4209 x54513","Earlier this month Manufacturing opportunity","Alvena.Murphy93@yahoo.com",,"2025-08-01 16:34:20.071",,"false",,"922",,,,,,
"7112","Darla Braun","Investor Security Officer","2025-08-01 12:16:50.419","2025-08-01 12:16:50.419","Thomas Corcoran","Data Solutions (Legal)","Calls","Call Conducted",,"35",,,"(778) 220-2029 x97348","Earlier this month Legal opportunity","Maya99@hotmail.com",,"2025-08-01 12:16:50.419",,"false",,"590",,,,,,
"7113","Nathaniel Ledner","Investor Research Analyst","2025-08-01 14:31:46.243","2025-08-01 14:31:46.243","Thomas Corcoran","Digital Innovations Ltd (Finance)","Calls","Call Conducted",,"35",,,"1-209-669-0563 x19593","Earlier this month Finance opportunity","Berta_OConner@yahoo.com",,"2025-08-01 14:31:46.243",,"false",,"607",,,,,,
